,Unnamed: 0,name,categories,address,cc,city,country,crossStreet,distance,formattedAddress,labeledLatLngs,lat,lng,neighborhood,postalCode,state,id,Checkin TipCount,venue price,venue price index,venue rating
9049,9049,Luciano's,Italian Restaurant,131 Burnt Ash Lane,GB,,United Kingdom,,1735,"['131 Burnt Ash Lane', 'United Kingdom']","[{'label': 'display', 'lat': 51.45056650367855, 'lng': 0.012552638104894837}]",51.45056650367855,0.012552638104894836,,,,51b37173498e208326bb7c19,,,,
9051,9051,Masala Wala,Pakistani Restaurant,5 Brockley Cross,GB,Brockley,United Kingdom,,2034,"['5 Brockley Cross', 'Brockley', 'Greater London', 'SE4 2AB', 'United Kingdom']","[{'label': 'display', 'lat': 51.46565180292109, 'lng': -0.036007021206329065}]",51.465651802921094,-0.036007021206329065,,SE4 2AB,Greater London,5500757c498efaf63547f4d9,,,,
9057,9057,Aqua Mediterranean Bar & Grill,Greek Restaurant,3/5 Montpelier Vale,GB,London,United Kingdom,,1529,"['3/5 Montpelier Vale', 'London', 'Greater London', 'SE3 0TA', 'United Kingdom']","[{'label': 'display', 'lat': 51.466547, 'lng': 0.00862}]",51.466547,0.008620000000000001,,SE3 0TA,Greater London,531b1fc111d2e82fb07d7c36,,,,
9069,9069,Carola,Italian Restaurant,151 Lee Rd.,GB,London,United Kingdom,,1431,"['151 Lee Rd.', 'Lewisham', 'Greater London', 'SE3 9DJ', 'United Kingdom']","[{'label': 'display', 'lat': 51.45674131056459, 'lng': 0.0113766869923377}]",51.456741310564595,0.0113766869923377,Blackheath,SE3 9DJ,Greater London,4c991caf78fc236a01262a97,,,,
9074,9074,Mekan,Greek Restaurant,11-13 Bromley Road,GB,Catford,United Kingdom,,1807,"['11-13 Bromley Road', 'Catford', 'Greater London', 'SE6 2TS', 'United Kingdom']","[{'label': 'display', 'lat': 51.44371831563636, 'lng': -0.02032020456335627}]",51.44371831563636,-0.02032020456335627,,SE6 2TS,Greater London,4c76e069947ca1cd76a44537,,,,
9076,9076,The Brasserie @ The National Maritime Museum,French Restaurant,"National Maritime Museum, King William Walk",GB,London,United Kingdom,,2443,"['National Maritime Museum, King William Walk', 'Greenwich', 'Greater London', 'SE10 9NF', 'United Kingdom']","[{'label': 'display', 'lat': 51.48019863336437, 'lng': -0.005405914519785848}]",51.48019863336436,-0.0054059145197858476,,SE10 9NF,Greater London,52e42484498e03749bbf4297,,,,
9095,9095,Marcella,Italian Restaurant,165A Deptford High Street,GB,London,United Kingdom,,1169,"['165A Deptford High Street', 'London', 'Greater London', 'SE8', 'United Kingdom']","[{'label': 'display', 'lat': 51.479605, 'lng': -0.026249}]",51.479605,-0.026249,,SE8,Greater London,5931aba9e65d0c4629fb2c7f,,,,
9097,9097,The Rosemary,Hungarian Restaurant,178 New Cross Rd,GB,New Cross,United Kingdom,,354,"['178 New Cross Rd', 'New Cross', 'Greater London', 'SE14 5AA', 'United Kingdom']","[{'label': 'display', 'lat': 51.47480950417879, 'lng': -0.0465970083477194}]",51.47480950417879,-0.0465970083477194,,SE14 5AA,Greater London,551aabec498e528300f2c690,,,,
9099,9099,Meze Mangal,Turkish Restaurant,245 Lewisham Way,GB,London,United Kingdom,,1145,"['245 Lewisham Way', 'Brockley', 'Greater London', 'SE4 1XF', 'United Kingdom']","[{'label': 'display', 'lat': 51.46949340691928, 'lng': -0.02765590551113475}]",51.46949340691928,-0.02765590551113475,,SE4 1XF,Greater London,52ab7152498ed9c9cd5b9bbf,,,,
9104,9104,Full Nelson,Vegetarian / Vegan Restaurant,47 Deptford Broadway,GB,London,United Kingdom,,1137,"['47 Deptford Broadway', 'London', 'Greater London', 'SE8 4PH', 'United Kingdom']","[{'label': 'display', 'lat': 51.474757, 'lng': -0.025102}]",51.474757000000004,-0.025102,Brockley,SE8 4PH,Greater London,58027d2338fa49ff8301bc9b,,,,
9109,9109,Saka Maka,Indian Restaurant,171 Brockley Rd,GB,Greater London,United Kingdom,,1197,"['171 Brockley Rd', 'Greater London', 'SE4 2RW', 'United Kingdom']","[{'label': 'display', 'lat': 51.464826, 'lng': -0.036437}]",51.464826,-0.036437,Brockley,SE4 2RW,Greater London,58cef2874bc2f1351e634811,,,,
9115,9115,Peckham Bazaar,Mediterranean Restaurant,119 Consort Rd,GB,Peckham,United Kingdom,,1636,"['119 Consort Rd', 'Peckham', 'Greater London', 'SE15 3RU', 'United Kingdom']","[{'label': 'display', 'lat': 51.46774822171597, 'lng': -0.06192702876274431}]",51.467748221715965,-0.061927028762744314,,SE15 3RU,Greater London,520696e111d265b50d19178f,,,,
9120,9120,Reyna,Turkish Restaurant,379 New Cross Rd,GB,London,United Kingdom,,507,"['379 New Cross Rd', 'Lewisham', 'Greater London', 'SE1 4 6', 'United Kingdom']","[{'label': 'display', 'lat': 51.47596302384182, 'lng': -0.03430593898213256}]",51.47596302384182,-0.034305938982132564,,SE1 4 6,Greater London,4dbb3fb7cda109aa6c7cdbb6,,,,
9124,9124,Mama Pho,Vietnamese Restaurant,24 Evelyn St.,GB,Deptford,United Kingdom,Alloa Rd.,1546,"['24 Evelyn St. (Alloa Rd.)', 'Deptford', 'Greater London', 'SE8 5DG', 'United Kingdom']","[{'label': 'display', 'lat': 51.48899129187306, 'lng': -0.04045188077227374}]",51.48899129187306,-0.04045188077227374,,SE8 5DG,Greater London,4bcc28aa937ca593f5a3aa92,,,,
9125,9125,Masala Wala,Pakistani Restaurant,5 Brockley Cross,GB,Brockley,United Kingdom,,1119,"['5 Brockley Cross', 'Brockley', 'Greater London', 'SE4 2AB', 'United Kingdom']","[{'label': 'display', 'lat': 51.46565180292109, 'lng': -0.036007021206329065}]",51.465651802921094,-0.036007021206329065,,SE4 2AB,Greater London,5500757c498efaf63547f4d9,,,,
9132,9132,Forza Win,Italian Restaurant,"Copeland Park, 133 Copeland Road",GB,South East London,United Kingdom,,1775,"['Copeland Park, 133 Copeland Road', 'South East London', 'Greater London', 'SE15 3SN', 'United Kingdom']","[{'label': 'display', 'lat': 51.469865, 'lng': -0.065682}]",51.469865000000006,-0.065682,,SE15 3SN,Greater London,53beffe2498ea426b89d0ba7,,,,
9136,9136,Plough Way Café,Italian Restaurant,Seafarer Way,GB,Deptford,United Kingdom,,1870,"['Seafarer Way', 'Deptford', 'Greater London', 'SE16 7UD', 'United Kingdom']","[{'label': 'display', 'lat': 51.49178425421845, 'lng': -0.038152247450056104}]",51.49178425421845,-0.0381522474500561,,SE16 7UD,Greater London,570fed29498eabd0f2ad1c1f,,,,
9139,9139,The Pear Tree,Australian Restaurant,Greenland Place,GB,Surrey Quay,United Kingdom,Yeoman St,1754,"['Greenland Place (Yeoman St)', 'Surrey Quay', 'Greater London', 'SE8 5ER', 'United Kingdom']","[{'label': 'display', 'lat': 51.49077399133144, 'lng': -0.038684329250450115}]",51.49077399133144,-0.038684329250450115,,SE8 5ER,Greater London,583c72016cea3f6e860e6fde,,,,
9142,9142,Coal Rooms,Restaurant,11a Station Way,GB,Peckham Rye,United Kingdom,,2007,"['11a Station Way', 'Peckham Rye', 'Greater London', 'SE15 4RX', 'United Kingdom']","[{'label': 'display', 'lat': 51.470077504615254, 'lng': -0.06929550600431446}]",51.47007750461525,-0.06929550600431446,,SE15 4RX,Greater London,59a1c8dbdd70c50f52b84f96,,,,
9146,9146,Mr Bao,Chinese Restaurant,293 Rye Ln,GB,London,United Kingdom,,1982,"['293 Rye Ln', 'London', 'Greater London', 'SE15 4UA', 'United Kingdom']","[{'label': 'display', 'lat': 51.465824, 'lng': -0.065894}]",51.465824,-0.06589400000000001,,SE15 4UA,Greater London,56994b03498e09226e6d2bd1,,,,
9148,9148,eat vietnam,Vietnamese Restaurant,,GB,,United Kingdom,,1185,['United Kingdom'],"[{'label': 'display', 'lat': 51.483996, 'lng': -0.032088}]",51.483996000000005,-0.032088,,,,592c5650a423627b65ee0297,,,,
9150,9150,805 Restaurants,African Restaurant,805 Old Kent Road,GB,London,United Kingdom,,1192,"['805 Old Kent Road', 'London', 'Greater London', 'SE15 1NX', 'United Kingdom']","[{'label': 'display', 'lat': 51.47977427334784, 'lng': -0.056990928199615466}]",51.47977427334784,-0.05699092819961546,,SE15 1NX,Greater London,4b1292b8f964a520f18a23e3,,,,
9151,9151,Babette,French Restaurant,,GB,,United Kingdom,,1883,['United Kingdom'],"[{'label': 'display', 'lat': 51.46403, 'lng': -0.062026}]",51.46403,-0.062026,,,,5894d71518384c317714d446,,,,
9158,9158,Miss Tapas,Tapas Restaurant,46 Choumert Rd,GB,London,United Kingdom,,2071,"['46 Choumert Rd', 'London', 'Greater London', 'SE15 4SE', 'United Kingdom']","[{'label': 'display', 'lat': 51.46796262816455, 'lng': -0.06908297538757324}]",51.46796262816455,-0.06908297538757324,,SE15 4SE,Greater London,54c3f04c498ed4cc073a7e05,,,,
9160,9160,Everest Curry King,Sri Lankan Restaurant,24 Loampit Hill,GB,Lewisham Central,United Kingdom,,1822,"['24 Loampit Hill', 'Lewisham Central', 'Greater London', 'SE13 7SW', 'United Kingdom']","[{'label': 'display', 'lat': 51.466011610245914, 'lng': -0.019656034700388247}]",51.46601161024592,-0.019656034700388247,,SE13 7SW,Greater London,50a10407498efdffc82b15a7,,,,
9162,9162,Ganapati,Indian Restaurant,38 Holly Grove,GB,Peckham,United Kingdom,,2262,"['38 Holly Grove', 'Peckham', 'Greater London', 'SE15 5DF', 'United Kingdom']","[{'label': 'display', 'lat': 51.469633991195614, 'lng': -0.07292398157248463}]",51.46963399119562,-0.07292398157248463,,SE15 5DF,Greater London,4ae2be59f964a520658f21e3,,,,
9166,9166,Wildflower,Vegetarian / Vegan Restaurant,95A Rye Lane,GB,London,United Kingdom,,1828,"['95A Rye Lane', 'London', 'Greater London', 'SE15 4ST', 'United Kingdom']","[{'label': 'display', 'lat': 51.470747, 'lng': -0.06692}]",51.470746999999996,-0.06692000000000001,,SE15 4ST,Greater London,5a8994adb6eedb4f9c35d907,,,,
9171,9171,Artusi,Italian Restaurant,161 Bellenden Rd,GB,London,United Kingdom,,2365,"['161 Bellenden Rd', 'London', 'Greater London', 'SE15 4DH', 'United Kingdom']","[{'label': 'display', 'lat': 51.46672969666967, 'lng': -0.07284656623155056}]",51.466729696669674,-0.07284656623155056,,SE15 4DH,Greater London,53369f55498ec0b8cac28896,,,,
9172,9172,Oi Spaghetti + tiramisu,Italian Restaurant,133 Copeland Rd,GB,London,United Kingdom,,1819,"['133 Copeland Rd', 'London', 'Greater London', 'United Kingdom']","[{'label': 'display', 'lat': 51.469782, 'lng': -0.066314}]",51.469782,-0.066314,,,Greater London,56a278a4498e36e13dda805f,,,,
9180,9180,Pedler,Restaurant,58 Peckham Rye,GB,Peckham Rye,United Kingdom,,2073,"['58 Peckham Rye', 'Peckham Rye', 'Greater London', 'SE15 4JR', 'United Kingdom']","[{'label': 'display', 'lat': 51.465041, 'lng': -0.066658}]",51.465041,-0.06665800000000001,,SE15 4JR,Greater London,54a6a2dd498e959269afc843,,,,
9184,9184,Forza Win,Italian Restaurant,"Copeland Park, 133 Copeland Road",GB,South East London,United Kingdom,,235,"['Copeland Park, 133 Copeland Road', 'South East London', 'Greater London', 'SE15 3SN', 'United Kingdom']","[{'label': 'display', 'lat': 51.469865, 'lng': -0.065682}]",51.469865000000006,-0.065682,,SE15 3SN,Greater London,53beffe2498ea426b89d0ba7,,,,
9185,9185,Coal Rooms,Restaurant,11a Station Way,GB,Peckham Rye,United Kingdom,,378,"['11a Station Way', 'Peckham Rye', 'Greater London', 'SE15 4RX', 'United Kingdom']","[{'label': 'display', 'lat': 51.470077504615254, 'lng': -0.06929550600431446}]",51.47007750461525,-0.06929550600431446,,SE15 4RX,Greater London,59a1c8dbdd70c50f52b84f96,,,,
9187,9187,Peckham Bazaar,Mediterranean Restaurant,119 Consort Rd,GB,Peckham,United Kingdom,,499,"['119 Consort Rd', 'Peckham', 'Greater London', 'SE15 3RU', 'United Kingdom']","[{'label': 'display', 'lat': 51.46774822171597, 'lng': -0.06192702876274431}]",51.467748221715965,-0.061927028762744314,,SE15 3RU,Greater London,520696e111d265b50d19178f,,,,
9193,9193,Ganapati,Indian Restaurant,38 Holly Grove,GB,Peckham,United Kingdom,,624,"['38 Holly Grove', 'Peckham', 'Greater London', 'SE15 5DF', 'United Kingdom']","[{'label': 'display', 'lat': 51.469633991195614, 'lng': -0.07292398157248463}]",51.46963399119562,-0.07292398157248463,,SE15 5DF,Greater London,4ae2be59f964a520658f21e3,,,,
9194,9194,Wildflower,Vegetarian / Vegan Restaurant,95A Rye Lane,GB,London,United Kingdom,,200,"['95A Rye Lane', 'London', 'Greater London', 'SE15 4ST', 'United Kingdom']","[{'label': 'display', 'lat': 51.470747, 'lng': -0.06692}]",51.470746999999996,-0.06692000000000001,,SE15 4ST,Greater London,5a8994adb6eedb4f9c35d907,,,,
9197,9197,Miss Tapas,Tapas Restaurant,46 Choumert Rd,GB,London,United Kingdom,,533,"['46 Choumert Rd', 'London', 'Greater London', 'SE15 4SE', 'United Kingdom']","[{'label': 'display', 'lat': 51.46796262816455, 'lng': -0.06908297538757324}]",51.46796262816455,-0.06908297538757324,,SE15 4SE,Greater London,54c3f04c498ed4cc073a7e05,,,,
9199,9199,Artusi,Italian Restaurant,161 Bellenden Rd,GB,London,United Kingdom,,806,"['161 Bellenden Rd', 'London', 'Greater London', 'SE15 4DH', 'United Kingdom']","[{'label': 'display', 'lat': 51.46672969666967, 'lng': -0.07284656623155056}]",51.466729696669674,-0.07284656623155056,,SE15 4DH,Greater London,53369f55498ec0b8cac28896,,,,
9200,9200,Oi Spaghetti + tiramisu,Italian Restaurant,133 Copeland Rd,GB,London,United Kingdom,,260,"['133 Copeland Rd', 'London', 'Greater London', 'United Kingdom']","[{'label': 'display', 'lat': 51.469782, 'lng': -0.066314}]",51.469782,-0.066314,,,Greater London,56a278a4498e36e13dda805f,,,,
9201,9201,Mr Bao,Chinese Restaurant,293 Rye Ln,GB,London,United Kingdom,,680,"['293 Rye Ln', 'London', 'Greater London', 'SE15 4UA', 'United Kingdom']","[{'label': 'display', 'lat': 51.465824, 'lng': -0.065894}]",51.465824,-0.06589400000000001,,SE15 4UA,Greater London,56994b03498e09226e6d2bd1,,,,
9219,9219,Pedler,Restaurant,58 Peckham Rye,GB,Peckham Rye,United Kingdom,,774,"['58 Peckham Rye', 'Peckham Rye', 'Greater London', 'SE15 4JR', 'United Kingdom']","[{'label': 'display', 'lat': 51.465041, 'lng': -0.066658}]",51.465041,-0.06665800000000001,,SE15 4JR,Greater London,54a6a2dd498e959269afc843,,,,
9222,9222,Babette,French Restaurant,,GB,,United Kingdom,,894,['United Kingdom'],"[{'label': 'display', 'lat': 51.46403, 'lng': -0.062026}]",51.46403,-0.062026,,,,5894d71518384c317714d446,,,,
9227,9227,The Begging Bowl,Thai Restaurant,168 Bellenden Rd,GB,Peckham,United Kingdom,at Choumert Rd,736,"['168 Bellenden Rd (at Choumert Rd)', 'Peckham', 'Greater London', 'SE15 4BW', 'United Kingdom']","[{'label': 'display', 'lat': 51.467395706158484, 'lng': -0.07247517930704497}]",51.46739570615848,-0.07247517930704497,,SE15 4BW,Greater London,4fddd6b97beb69b52ad8a0c1,,,,
9228,9228,Cravings La Carreta,Mexican Restaurant,18 Peckham Rye,GB,London,United Kingdom,,663,"['18 Peckham Rye', 'London', 'Greater London', 'SE15 4JR', 'United Kingdom']","[{'label': 'display', 'lat': 51.466074, 'lng': -0.066755}]",51.466074,-0.066755,,SE15 4JR,Greater London,575367c3cd10a298348ebc8a,,,,
9248,9248,Banh Banh,Vietnamese Restaurant,46 Peckham Rye,GB,London,United Kingdom,,739,"['46 Peckham Rye', 'London', 'Greater London', 'SE15 4JR', 'United Kingdom']","[{'label': 'display', 'lat': 51.46533679826596, 'lng': -0.06645890042461676}]",51.465336798265966,-0.06645890042461676,Southwark,SE15 4JR,Greater London,568a5bf8498e1f6915d8b0c9,,,,
9258,9258,Silk Road,Xinjiang Restaurant,49 Camberwell Church St,GB,Camberwell,United Kingdom,,1719,"['49 Camberwell Church St', 'Camberwell', 'Greater London', 'SE5 8TR', 'United Kingdom']","[{'label': 'display', 'lat': 51.4738195178106, 'lng': -0.0892841684333542}]",51.473819517810604,-0.0892841684333542,,SE5 8TR,Greater London,4bedad6ae24d20a1ebd07114,,,,
9263,9263,Blue Brick Cafe,Vegetarian / Vegan Restaurant,14 Fellbrigg Rd,GB,London,United Kingdom,Shawbury Rd,1770,"['14 Fellbrigg Rd (Shawbury Rd)', 'Dulwich', 'Greater London', 'SE22 9HH', 'United Kingdom']","[{'label': 'display', 'lat': 51.456916232146966, 'lng': -0.07327407362572703}]",51.456916232146966,-0.07327407362572702,,SE22 9HH,Greater London,4cdea7d43644a093915e4d9f,,,,
9269,9269,805 Restaurants,African Restaurant,805 Old Kent Road,GB,London,United Kingdom,,1026,"['805 Old Kent Road', 'London', 'Greater London', 'SE15 1NX', 'United Kingdom']","[{'label': 'display', 'lat': 51.47977427334784, 'lng': -0.056990928199615466}]",51.47977427334784,-0.05699092819961546,,SE15 1NX,Greater London,4b1292b8f964a520f18a23e3,,,,
9271,9271,Meet District,Restaurant,125 Queens Road,GB,South East London,United Kingdom,,456,"['125 Queens Road', 'South East London', 'Greater London', 'SE15 2ND', 'United Kingdom']","[{'label': 'display', 'lat': 51.47378, 'lng': -0.05884}]",51.47378,-0.058839999999999996,,SE15 2ND,Greater London,58b9cbe5fc5a5f1dcd7cdef5,,,,
9273,9273,FM Mangal,Turkish Restaurant,54 Camberwell Church St,GB,Camberwell,United Kingdom,,1727,"['54 Camberwell Church St', 'Camberwell', 'Greater London', 'SE5 8QZ', 'United Kingdom']","[{'label': 'display', 'lat': 51.47381963065321, 'lng': -0.08940421137211664}]",51.47381963065321,-0.08940421137211664,,SE5 8QZ,Greater London,4b44dc1ef964a5207ffe25e3,,,,
9281,9281,Yama Momo,Japanese Restaurant,72 Lordship Ln,GB,London,United Kingdom,,1684,"['72 Lordship Ln', 'London', 'SE22 8HF', 'United Kingdom']","[{'label': 'display', 'lat': 51.45824330182306, 'lng': -0.07516388003368676}]",51.45824330182306,-0.07516388003368676,,SE22 8HF,,54d3df4f498e9c5d2817f70a,,,,
9291,9291,Cantinho da Maya,Brazilian Restaurant,250 Jamaica Rd,GB,"London, SE16 4BD",United Kingdom,,560,"['250 Jamaica Rd', 'London, SE16 4BD', 'United Kingdom']","[{'label': 'display', 'lat': 51.49876671614468, 'lng': -0.058846858034987314}]",51.49876671614468,-0.058846858034987314,,,,4e1efe33b61cc42aee3e38c1,,,,
9297,9297,Plough Way Café,Italian Restaurant,Seafarer Way,GB,Deptford,United Kingdom,,1074,"['Seafarer Way', 'Deptford', 'Greater London', 'SE16 7UD', 'United Kingdom']","[{'label': 'display', 'lat': 51.49178425421845, 'lng': -0.038152247450056104}]",51.49178425421845,-0.0381522474500561,,SE16 7UD,Greater London,570fed29498eabd0f2ad1c1f,,,,
9301,9301,Mama Pho,Vietnamese Restaurant,24 Evelyn St.,GB,Deptford,United Kingdom,Alloa Rd.,1121,"['24 Evelyn St. (Alloa Rd.)', 'Deptford', 'Greater London', 'SE8 5DG', 'United Kingdom']","[{'label': 'display', 'lat': 51.48899129187306, 'lng': -0.04045188077227374}]",51.48899129187306,-0.04045188077227374,,SE8 5DG,Greater London,4bcc28aa937ca593f5a3aa92,,,,
9303,9303,The Pear Tree,Australian Restaurant,Greenland Place,GB,Surrey Quay,United Kingdom,Yeoman St,1096,"['Greenland Place (Yeoman St)', 'Surrey Quay', 'Greater London', 'SE8 5ER', 'United Kingdom']","[{'label': 'display', 'lat': 51.49077399133144, 'lng': -0.038684329250450115}]",51.49077399133144,-0.038684329250450115,,SE8 5ER,Greater London,583c72016cea3f6e860e6fde,,,,
9307,9307,Cafe East,Vietnamese Restaurant,100 Redriff Row,GB,London,United Kingdom,Surrey Quays Leisure Park,759,"['100 Redriff Row (Surrey Quays Leisure Park)', 'Rotherhithe', 'Greater London', 'SE16 7LH', 'United Kingdom']","[{'label': 'display', 'lat': 51.496224303949866, 'lng': -0.04118447765464173}]",51.49622430394986,-0.041184477654641734,Surrey Docks,SE16 7LH,Greater London,4ae8a045f964a520ffb021e3,,,,
9318,9318,Smith's,Seafood Restaurant,22 Wapping High St,GB,Poplar,United Kingdom,,1368,"['22 Wapping High St', 'Poplar', 'Greater London', 'E1W 1NJ', 'United Kingdom']","[{'label': 'display', 'lat': 51.50438975585799, 'lng': -0.0665234488315207}]",51.50438975585799,-0.0665234488315207,,E1W 1NJ,Greater London,4e04d8b97d8b58ba0dcd50fc,,,,
9323,9323,Bar Tozino,Tapas Restaurant,Rope Walk,GB,London,United Kingdom,Malby St,1655,"['Rope Walk (Malby St)', 'London', 'Greater London', 'SE1 3PA', 'United Kingdom']","[{'label': 'display', 'lat': 51.49921957139185, 'lng': -0.07544731743672019}]",51.49921957139185,-0.07544731743672019,,SE1 3PA,Greater London,4f117a08e4b0aabf17bc9e9a,,,,
9325,9325,Curry Garden Indian Cuisine,Indian Restaurant,Lower Rd.,GB,London,United Kingdom,,582,"['Lower Rd.', 'Rotherhithe', 'Greater London', 'S E16', 'United Kingdom']","[{'label': 'display', 'lat': 51.4924587315542, 'lng': -0.04589580917010171}]",51.4924587315542,-0.04589580917010171,,S E16,Greater London,4ee25270f5b9c102eb13fb78,,,,
9338,9338,Emilia's,Italian Restaurant,Unit C3 Ivory House St. Katharine Docks London,GB,,United Kingdom,,1833,"['Unit C3 Ivory House St. Katharine Docks London', 'United Kingdom']","[{'label': 'display', 'lat': 51.50716119495215, 'lng': -0.07154948957073691}]",51.50716119495215,-0.07154948957073691,,,,585d1bc19538393f8bfaa6e6,,,,
9343,9343,Dokke,Restaurant,Ivory House,GB,London,United Kingdom,St Katherine Docks,1803,"['Ivory House (St Katherine Docks)', 'London', 'Greater London', 'E1W', 'United Kingdom']","[{'label': 'display', 'lat': 51.50722, 'lng': -0.070859}]",51.507220000000004,-0.070859,St. Katharine's and Wapping,E1W,Greater London,590050efb3d8e25dc735b6f7,,,,
